seller_id,product_category_name_english,avg_score,count_of_reviews
ce69a8021d18961dd2a40269b7c2c293,telephony,5,1
31eec405c9bb71dec8e2629a92e764fa,food,5,1
70849ca4f400aaabb62cb7462a6f1428,toys,5,1
8fff28c4263ddec387f28d237fb42773,bed_bath_table,5,4
0e72c1a751b496722a6cb1f10653b62a,books_general_interest,5,1
5f5a58930c3c35f3b5af264f34fb8c85,home_appliances_2,5,3
392353362d22cc2c236e1ee81ff19890,home_construction,5,1
4125d9385a25e82d2f72d3a0fd55bc3f,housewares,5,1
2c538755f1ca9540af144f266e70df6c,auto,5,1
b44dbfbf62e52125f3c15d230569ea91,construction_tools_construction,5,1
bc07d855eac23aab5ac8a120f21d16b2,diapers_and_hygiene,5,1
64c9a1db4e73e19aaafd3286dc448c96,housewares,5,1
a673821011d0cec28146ea42f5ab767f,kitchen_dining_laundry_garden_furniture,5,1
a08692680c77d30a0b4280da5df01c5a,computers_accessories,5,17
186cdd1b2df32caa72cfb410bba768d3,housewares,5,6
11742f81550ac064cc9a40f67151d9ad,air_conditioning,5,2
e0487761face83d64fcada2408959a36,food,5,1
e8dba4d70f7f2b20e775d09cae01142d,luggage_accessories,5,2
6c77cd583b36a13aacccf2b3ee23e233,furniture_decor,5,1
cb8bcce248bb1fb274ba762d8b971456,auto,5,2
750303a20e9c56b2a6bc45cdce0b897d,small_appliances,5,1
36a968b544695394e4e9d7572688598f,garden_tools,5,1
257e61d3251fb5efb9daadddbc2cf7ca,food,5,1
062c325cd6a2b87845fab56b4ec2eeae,baby,5,1
7210cd29727d674c00741e5e387b3ccd,furniture_decor,5,2
a4bd6e9adf39b63f43dc545d3ca1f53d,signaling_and_security,5,2
4dc2e811a1760953cb7c6a590b498943,luggage_accessories,5,1
2ff97219cb8622eaf3cd89b7d9c09824,watches_gifts,5,1
5d3bb11474a06bdc23fb9e89f1164ee0,garden_tools,5,1
c963a25b8671419c6ce9eebe8fd03218,furniture_decor,5,1
d91fb3b7d041e83b64a00a3edfb37e4f,luggage_accessories,5,1
7354220fb240bde543b3c40c060d41e7,consoles_games,5,1
3db66a856d18a9cba7c9241fc5221c50,housewares,5,2
0eaa7e33d73809f1f925f7d07c506cbd,cool_stuff,5,1
b1a81260566c1bac3114a6d124413f27,construction_tools_construction,5,1
55bb6fe5bebe5012e2d7d9928e1128ff,agro_industry_and_commerce,5,2
89f69225956f951295ca4c7fb1266553,music,5,2
b0398568231ba5e6734af1881671a317,garden_tools,5,1
5194c22ed1f616ec0c0f33c571542879,agro_industry_and_commerce,5,1
f88adb15807168d3c43d71021090ce4a,baby,5,1
8c9348f33ae3dada25c99c99ade2af78,signaling_and_security,5,1
52562a9f449c3dc3d53f5f5b9ed74903,health_beauty,5,1
5b33b527da3c5b969cc99dc435cad09a,garden_tools,5,1
72431a818f97fe6ab9c81eee3e297e54,auto,5,1
ea65d8b58316a6f2362f2a9e4b3e86ad,housewares,5,1
1b4c3a6f53068f0b6944d2d005c9fc89,perfumery,5,1
0ee4fb99ac55ffbbc98795aa01b7f8fa,furniture_decor,5,1
3b18f9856c6eb2413eafedb58e9eecd9,construction_tools_lights,5,1
f0e103c63864d5405b958d984b6e94c9,sports_leisure,5,1
43753b27d77860f1654aa72e251a7878,furniture_decor,5,1
9dda5bbacd45e18d6485fee649205d09,housewares,5,1
b839e41795b7f3ad94cc2014a52f6796,home_appliances_2,5,2
c0f3eea2e14555b6faeea3dd58c1b1c3,sports_leisure,5,1
2c00c85d30361cd2ced2969cffbbffa3,baby,5,1
ba6b68b55fe8704377a7d43c8e5c0185,audio,5,1
ba90964cff9b9e0e6f32b23b82465f7b,music,5,2
119d1aef1b4144adba89163f6cd9f5d4,furniture_decor,5,2
44073f8b7e41514de3b7815dd0237f4f,sports_leisure,5,1
d36b07fd3c5088e477a72d1fccfe29d4,garden_tools,5,1
74871d19219c7d518d0090283e03c137,sports_leisure,5,4
2addf05f476d0637864454e93ba673d5,computers_accessories,5,12
bbad7e518d7af88a0897397ffdca1979,toys,5,1
cd6efc47efaabf134f8bdb654e10b4f1,computers_accessories,5,2
c3f5668699a1b04c0fa61ecea1e2bff6,health_beauty,5,1
e94b64dc6979b302a5a5be1662c83bb6,construction_tools_lights,5,2
821fb029fc6e495ca4f08a35d51e53a5,home_appliances_2,5,1
06e5eefc71ec47ae763c5c6f8db7064f,telephony,5,1
23ca5f678e0b3ea6c630b30fa8bf51ea,home_appliances,5,7
fce62094ffe6a4009188ec44e681dfdd,sports_leisure,5,2
4dab98ca6cd6d3df586203cefd28a042,fashion_bags_accessories,5,1
d3dcf0604eabf0224fbd5948b5e02f69,construction_tools_construction,5,1
48b6c3f4c6a93171da04b75313f2130f,signaling_and_security,5,2
6989574bd97d9773f10d232b6c07da59,luggage_accessories,5,6
33d677f27a69b84051204ee4ae76eaca,furniture_decor,5,2
c3251e13f1bbda6c74e37c160f991e19,auto,5,1
709e16e2b25c7474d980076c6bfc4806,bed_bath_table,5,6
5996cddab893a4652a15592fb58ab8db,garden_tools,5,1
289cdb325fb7e7f891c38608bf9e0962,pet_shop,5,1
54a1852d1b8f10312c55e906355666ee,luggage_accessories,5,3
9add47bf45ce8e8c7db6b9cf670b1e09,baby,5,1
f26d70155c2b6326fcfa1780c8c684e4,garden_tools,5,1
ac3508719a1d8f5b7614b798f70af136,bed_bath_table,5,3
066a6914e1ebf3ea95a216c73a986b91,garden_tools,5,1
05aebce0b5c8f0d41b29b686f2d05fd3,home_comfort_2,5,1
ab27bbbad5239bc31a34709275a70db4,garden_tools,5,6
3e8bd881d92466e63ba9e3e809cd3c50,cool_stuff,5,1
5b07547f10dd980738a1a27f685af669,electronics,5,1
53336f97ddbe53e2a617d07b17447b95,home_appliances_2,5,1
365e4bce19bda0082c3d15d83fdb8bcd,bed_bath_table,5,1
373ee4a3a775a733770ca3f790b8b9ac,toys,5,1
4fae87d32467e18eb46e4a76a0a0b9ce,construction_tools_safety,5,1
ffc470761de7d0232558ba5e786e57b7,garden_tools,5,5
d9a84e1403de8da0c3aa531d6d108ba6,housewares,5,3
97e50a621f8e801f4baf69e08687c192,toys,5,1
f307937c1bb287c3efc2a514b94b0d1d,auto,5,1
116ccb1a1604bc88e4d234a8c23f33de,computers_accessories,5,1
59cea8e446d3834393058e7e0666b6fb,computers_accessories,5,4
e5def42655b7490edac5a56fe8e9e603,watches_gifts,5,1
04ee0ec01589969663ba5967c0e0bdc0,arts_and_craftmanship,5,1
e8f6dc8e6a1dcde89d20e3995c8d90b3,cool_stuff,5,1
822166ed1e47908f7cfb49946d03c726,housewares,5,1
e8a85b5f3df47be0984c55fd4064dbb4,housewares,5,9
a3b42d266fa8afc874b909422ce88582,computers_accessories,5,6
3be634553519fb6536a03e1358e9fdc7,health_beauty,5,1
abc015ebac1d283a323ca9db35ede4b9,stationery,5,1
d52cbce9845184537284a23c3bc3da0e,stationery,5,4
c273175f7c6c80fb02f051e2fc6d0d72,housewares,5,1
ff1fb4c404b2efe68b03350a8dc24122,sports_leisure,5,1
02c988090b766852e088c69d7fb3b551,fashion_shoes,5,4
4bde6149c15cf7e177b36fa060dd6de8,toys,5,1
f4ce8ca9fa7157e3b33f536ac9a4487d,housewares,5,2
1b938a7ec6ac5061a66a3766e0e75f90,musical_instruments,5,3
e5545d4d4473876ea78c5bcebca365c3,toys,5,1
3092c0b297aacfb4bb6e056ebe13b9b8,computers_accessories,5,3
b19c48688808720822399ffa9f2dbe2f,watches_gifts,5,1
63b9ae557efed31d1f7687917d248a8d,auto,5,2
a64e44665225d19dfc0277eeeaaccc57,health_beauty,5,6
5721089ba9214e80074f27d5a03fc0eb,housewares,5,2
2a73cba571d90c694b7caca072ccf6ce,furniture_decor,5,2
661ad5fcc28cdfb8bcadb12bb2272475,pet_shop,5,7
59cea8e446d3834393058e7e0666b6fb,stationery,5,1
042573af89b6d931f672efaf789d8358,sports_leisure,5,1
26e13b6ff5b641b329e5524241ee2c93,fashion_shoes,5,1
48efc9d94a9834137efd9ea76b065a38,music,5,2
0a198e95d32b1be2da9424c962a6ebfa,garden_tools,5,1
1554a68530182680ad5c8b042c3ab563,market_place,5,1
8def3db7f272735afb2ecd03aeca09a7,fashion_bags_accessories,5,2
ffff564a4f9085cd26170f4732393726,electronics,5,2
a23266650e7c84bb93fbbba502137478,fixed_telephony,5,2
2ff6b7bff164ef05590a52734e1296da,stationery,5,2
a21c11ec5c3f03e7cc9f9203bff9e1c6,health_beauty,5,1
8a87611c08849ffeeccab52aa798b6c7,furniture_decor,5,1
eb72802c83dc7547529c9546d1a9b8ef,toys,5,1
bfd938b22bc99bce1ae60dc602889f52,garden_tools,5,3
26562f211dd1364af2a8596dc945e8ae,furniture_decor,5,1
3ade81dab5a172b88e1871c28ae05260,furniture_decor,5,2
8c9348f33ae3dada25c99c99ade2af78,garden_tools,5,1
0725b8c0f3f906e58f70cbe76b7c748c,stationery,5,10
184725737946a1a938bbbd1a9e978103,fashion_bags_accessories,5,1
9df5750209b83567ec144eb299d7d634,industry_commerce_and_business,5,1
929f342384a6607afe143d789ade1316,housewares,5,2
55d3daac7c404d59e51c2aa2f4dc5a23,health_beauty,5,2
3076499bbc033a927bf4a8a41bcf7fd4,stationery,5,2
0f519b0d2e5eb2227c93dd25038bfc01,furniture_decor,5,1
8fd3b4468f6425810648177996c14cbd,health_beauty,5,1
ce248b21cb2adc36282ede306b7660e5,air_conditioning,5,1
fd435faa3c0422b60440ea3480d0e77c,electronics,5,1
376a891762bbdecbc02b4b6adec3fdda,auto,5,1
282c7480173bb9c01dd41cc739fec010,cool_stuff,5,1
406822777a0b9eb5c50e442dd4cd3ec5,cool_stuff,5,1
3d4824f20035949c710eaf111f869d39,computers_accessories,5,1
e49c26c3edfa46d227d5121a6b6e4d37,home_confort,5,1
1da3aeb70d7989d1e6d9b0e887f97c23,garden_tools,5,1
0ea22c1cfbdc755f86b9b54b39c16043,toys,5,1
ff1e15b778c700abdd4d239b81ac466d,musical_instruments,5,1
fce62094ffe6a4009188ec44e681dfdd,market_place,5,1
3dfd3dc96f7f8598eca74e9ac8a2fa31,bed_bath_table,5,1
af4a0e4cfe1d9c26b6712b1be25a72e5,construction_tools_construction,5,2
5d9f3746e112e696f98ea22c56b3e912,garden_tools,5,1
9b00ed88b7fdb95d6ff76e27c1b52d16,health_beauty,5,3
0cab2da43793a6f3c5ed8514c5f54627,stationery,5,2
d624126b9206f595fb3fbb6ba03b28a8,watches_gifts,5,1
e8a85b5f3df47be0984c55fd4064dbb4,health_beauty,5,2
f8f35af4634605e6693c17cc3ffff5a8,housewares,5,1
